-1.9040e-02,0.12
-1.9038e-02,0.14
-1.9036e-02,0.14
-1.9034e-02,0.13
-1.9032e-02,0.14
-1.9030e-02,0.12
-1.9028e-02,0.12
-1.9026e-02,0.12
-1.9024e-02,0.14
-1.9022e-02,0.14
-1.9020e-02,0.13
-1.9018e-02,0.14
-1.9016e-02,0.15
-1.9014e-02,0.15
-1.9012e-02,0.14
-1.9010e-02,0.14
-1.9008e-02,0.13
-1.9006e-02,0.15
-1.9004e-02,0.13
-1.9002e-02,0.14
-1.9000e-02,0.14
-1.8998e-02,0.14
-1.8996e-02,0.13
-1.8994e-02,0.13
-1.8992e-02,0.14
-1.8990e-02,0.14
-1.8988e-02,0.13
-1.8986e-02,0.16
-1.8984e-02,0.14
-1.8982e-02,0.14
-1.8980e-02,0.14
-1.8978e-02,0.15
-1.8976e-02,0.16
-1.8974e-02,0.18
-1.8972e-02,0.14
-1.8970e-02,0.15
-1.8968e-02,0.17
-1.8966e-02,0.16
-1.8964e-02,0.15
-1.8962e-02,0.16
-1.8960e-02,0.15
-1.8958e-02,0.15
-1.8956e-02,0.15
-1.8954e-02,0.16
-1.8952e-02,0.15
-1.8950e-02,0.16
-1.8948e-02,0.17
-1.8946e-02,0.14
-1.8944e-02,0.14
-1.8942e-02,0.16
-1.8940e-02,0.16
-1.8938e-02,0.18
-1.8936e-02,0.16
-1.8934e-02,0.15
-1.8932e-02,0.17
-1.8930e-02,0.16
-1.8928e-02,0.15
-1.8926e-02,0.16
-1.8924e-02,0.18
-1.8922e-02,0.16
-1.8920e-02,0.17
-1.8918e-02,0.17
-1.8916e-02,0.18
-1.8914e-02,0.17
-1.8912e-02,0.17
-1.8910e-02,0.16
-1.8908e-02,0.17
-1.8906e-02,0.17
-1.8904e-02,0.17
-1.8902e-02,0.17
-1.8900e-02,0.17
-1.8898e-02,0.19
-1.8896e-02,0.17
-1.8894e-02,0.18
-1.8892e-02,0.18
-1.8890e-02,0.18
-1.8888e-02,0.17
-1.8886e-02,0.19
-1.8884e-02,0.18
-1.8882e-02,0.18
-1.8880e-02,0.19
-1.8878e-02,0.2
-1.8876e-02,0.18
-1.8874e-02,0.2
-1.8872e-02,0.18
-1.8870e-02,0.19
-1.8868e-02,0.17
-1.8866e-02,0.18
-1.8864e-02,0.19
-1.8862e-02,0.19
-1.8860e-02,0.18
-1.8858e-02,0.18
-1.8856e-02,0.18
-1.8854e-02,0.2
-1.8852e-02,0.18
-1.8850e-02,0.19
-1.8848e-02,0.2
-1.8846e-02,0.19
-1.8844e-02,0.19
-1.8842e-02,0.19
-1.8840e-02,0.2
-1.8838e-02,0.21
-1.8836e-02,0.2
-1.8834e-02,0.19
-1.8832e-02,0.19
-1.8830e-02,0.19
-1.8828e-02,0.18
-1.8826e-02,0.21
-1.8824e-02,0.19
-1.8822e-02,0.2
-1.8820e-02,0.21
-1.8818e-02,0.19
-1.8816e-02,0.21
-1.8814e-02,0.2
-1.8812e-02,0.2
-1.8810e-02,0.19
-1.8808e-02,0.2
-1.8806e-02,0.2
-1.8804e-02,0.2
-1.8802e-02,0.23
-1.8800e-02,0.2
-1.8798e-02,0.23
-1.8796e-02,0.23
-1.8794e-02,0.19
-1.8792e-02,0.22
-1.8790e-02,0.21
-1.8788e-02,0.21
-1.8786e-02,0.22
-1.8784e-02,0.22
-1.8782e-02,0.23
-1.8780e-02,0.22
-1.8778e-02,0.21
-1.8776e-02,0.22
-1.8774e-02,0.21
-1.8772e-02,0.22
-1.8770e-02,0.22
-1.8768e-02,0.23
-1.8766e-02,0.22
-1.8764e-02,0.23
-1.8762e-02,0.23
-1.8760e-02,0.23
-1.8758e-02,0.23
-1.8756e-02,0.23
-1.8754e-02,0.23
-1.8752e-02,0.22
-1.8750e-02,0.23
-1.8748e-02,0.24
-1.8746e-02,0.22
-1.8744e-02,0.24
-1.8742e-02,0.23
-1.8740e-02,0.22
-1.8738e-02,0.22
-1.8736e-02,0.22
-1.8734e-02,0.24
-1.8732e-02,0.23
-1.8730e-02,0.23
-1.8728e-02,0.23
-1.8726e-02,0.23
-1.8724e-02,0.23
-1.8722e-02,0.21
-1.8720e-02,0.23
