0.0142969,-0.0212891
0.0141641,-0.0212969
0.0141797,-0.0209922
0.0141875,-0.0212344
0.0136172,-0.0205078
0.0140781,-0.0205313
0.0138672,-0.0205938
0.0137813,-0.0204375
0.0137813,-0.0201484
0.0134766,-0.0202813
0.0138984,-0.0197188
0.0141172,-0.0193359
0.0138359,-0.0198359
0.0133984,-0.0193828
0.0133672,-0.0195937
0.0132266,-0.0191641
0.0135938,-0.0194922
0.0137813,-0.0194297
0.0134844,-0.0195625
0.0125859,-0.0194063
0.013,-0.0195156
0.0131563,-0.0193281
0.0130547,-0.0192266
0.0134141,-0.0195469
0.012875,-0.0192344
0.0130078,-0.0193047
0.0127734,-0.0190078
0.0130391,-0.0189141
0.0129375,-0.0191719
0.0127031,-0.0192109
0.0124297,-0.0193672
0.0132031,-0.0192734
0.0127422,-0.0191484
0.0126797,-0.0190313
0.012375,-0.0193594
0.0125703,-0.0198359
0.0126016,-0.0194688
0.0123516,-0.0193672
0.0122969,-0.0191563
0.0124766,-0.0193203
0.0121953,-0.0190781
0.0120313,-0.0185703
0.0117266,-0.0186797
0.0118672,-0.0188906
0.0120234,-0.0186406
0.0120156,-0.0192031
0.0120859,-0.0190391
0.0119063,-0.0191016
0.011625,-0.0194453
0.0117188,-0.0195469
0.011875,-0.0197578
0.0119687,-0.02
0.0119609,-0.0200547
0.0118906,-0.0202813
0.0111562,-0.0206563
0.0115547,-0.0203437
0.0115156,-0.0205547
0.0113516,-0.0209688
0.0111172,-0.0203047
0.0112891,-0.0203437
0.0111406,-0.0205313
0.0115938,-0.0204688
0.0112891,-0.0202734
0.0113984,-0.0206406
0.0107266,-0.0195859
0.010875,-0.0189375
0.0107656,-0.0176484
0.0112422,-0.0160547
0.0108828,-0.0155312
0.0109844,-0.0145469
0.0104609,-0.0137656
0.0107969,-0.0133437
0.0106641,-0.0133437
0.0110312,-0.0132266
0.0106719,-0.0138047
0.0108516,-0.0145469
0.0101406,-0.0151563
0.0106875,-0.0156406
0.0107891,-0.0166875
0.0105937,-0.0169688
0.0101719,-0.0174375
0.0102734,-0.0182188
0.0100781,-0.0181406
0.0102734,-0.0182031
0.00998438,-0.0176484
0.01,-0.0172266
0.00989844,-0.0165313
0.00975,-0.0159766
0.00973438,-0.0156172
0.0101953,-0.0151094
0.00994531,-0.0147266
0.0101641,-0.0145313
0.00989844,-0.0144687
0.00925781,-0.0144531
0.00940625,-0.0144922
0.009875,-0.0148672
0.009625,-0.0149297
0.00932813,-0.0151328
0.00930469,-0.0159297
0.00921094,-0.0165703
0.00947656,-0.0165625
0.00946875,-0.0166562
0.00963281,-0.0170313
0.00874219,-0.0164531
0.00911719,-0.0162109
0.00875,-0.0164297
0.0086875,-0.0157344
0.00933594,-0.0157656
0.00942188,-0.0151719
0.00865625,-0.0149609
0.00846875,-0.015
0.00909375,-0.0149453
0.00879688,-0.0147188
0.009,-0.0151484
0.00873438,-0.0150078
0.00882031,-0.0153438
0.00838281,-0.0155547
0.00864844,-0.0155781
0.00875,-0.0154219
0.00882813,-0.0156719
0.00857813,-0.0164063
0.00792969,-0.0156641
0.00782031,-0.0161953
0.00839063,-0.0161094
0.00832813,-0.0159531
0.00814063,-0.0155234
0.00807813,-0.016
0.00795313,-0.0159297
0.0080625,-0.0160234
0.00795313,-0.0155938
0.00832813,-0.0153906
0.00816406,-0.0153594
0.00794531,-0.0150859
0.00723438,-0.0150547
0.00751562,-0.0148906
0.00813281,-0.0144375
0.0078125,-0.0144297
0.00736719,-0.0142031
0.007375,-0.0140547
0.00771094,-0.0144063
0.00724219,-0.0141719
0.00785156,-0.0137031
0.00771875,-0.0140078
0.00682031,-0.0137813
0.00682031,-0.0141797
0.007,-0.0142188
0.0073125,-0.0140625
0.00738281,-0.0139141
0.00698437,-0.0139375
0.00673437,-0.0137109
0.00657813,-0.0135938
0.0070625,-0.0132656
0.00703125,-0.0135391
0.00694531,-0.0135312
0.00642188,-0.0135234
0.00653125,-0.0136719
0.00682813,-0.0136406
0.00678125,-0.014125
0.00671875,-0.0140625
0.0064375,-0.0140078
0.00603125,-0.0140078
0.00650781,-0.0136328
0.00622656,-0.0138203
0.00621094,-0.0134453
0.00608594,-0.0134219
0.00635156,-0.0135
0.0059375,-0.0131406
0.00592188,-0.0131719
0.0058125,-0.0128359
0.0060625,-0.0130391
0.00604688,-0.0132813
0.00603906,-0.0133047
0.00567188,-0.0126328
0.00611719,-0.0129297
0.00575781,-0.0133984
0.00595313,-0.01325
0.00569531,-0.0135625
0.00558594,-0.0133594
0.00521094,-0.0138984
0.00539844,-0.0143906
0.00525781,-0.0138125
0.00504688,-0.014125
0.00565625,-0.0142031
0.00560938,-0.0145547
0.00567188,-0.0142422
0.00558594,-0.0143828
0.00509375,-0.0146406
0.00519531,-0.0145156
0.00502344,-0.0144609
0.00528125,-0.0139531
0.00464062,-0.0132656
0.00551563,-0.0122969
0.00508594,-0.0113516
0.00465625,-0.0100156
0.00459375,-0.00892969
0.00490625,-0.00824219
0.00464844,-0.00728906
0.00475,-0.0070625
0.00492188,-0.00692969
